no,project_name,gg_address,province,district,lat,lon
2637,The Kith Plus Paholyothin - Khukot,"24 Lam Luk Ka Rd, Khu Khot, Lam Luk Ka District, Pathum Thani 12150泰國",Pathum Thani,Lam Luk Ka,13.95167217,100.642396
2638,The Kith Plus Sukhumvit 113,"Sukhumvit 113, Samrong Nuea, Mueang Samut Prakan District, Samut Prakan 10270泰國",Samut Prakan,Mueang Samut Prakan,13.64832543,100.6011052
2639,The Kith Rangsit - Tiwanon,"เลขที่ 174 Tiwanon Rd, Bang Kadi, Mueang Pathum Thani District, Pathum Thani 12000泰國",Pathum Thani,Mueang Pathum Thani,13.98970693,100.5508032
2640,The Kith Rangsit-Tiwanon,"เลขที่ 174 Tiwanon Rd, Bang Kadi, Mueang Pathum Thani District, Pathum Thani 12000泰國",Pathum Thani,Mueang Pathum Thani,13.98970693,100.5508032
2641,The Kith Sukhumvit 113,"JJPC+2RM, Sukhumvit 113, Samrong Nuea, Mueang Samut Prakan District, Samut Prakan 10270泰國",Samut Prakan,Mueang Samut Prakan,13.63508217,100.6220498
2642,The Kith Tiwanon,"180-780 หมู่ 5 ตำบลปากเกร็ด Pak Kret District, Nonthaburi 11120泰國",Nonthaburi,Pak Kret,13.91307893,100.5060437
2643,The Klasse Residence,"11 Soi Sukhumvit 19, Khlong Toei Nuea, Watthana, Bangkok 10110泰國",Bangkok,Watthana,13.74056493,100.5592914
2644,The Knight Sukhumvit 107,"ต, 97 Soi Bearing 1, Samrong Nuea, อ.เมือง Samut Prakan 10270泰國",Samut Prakan,Mueang Samut Prakan,13.65771587,100.6060992
2645,The Kris Condotel,"38CJ+879, Thep Krasatti, Thalang District, Phuket 83110泰國",Phuket,Kathu,8.070787171,98.33074399
2646,The Kris Express 2,"28 Soi Ratchadaphisek 19, Din Daeng, Bangkok 10400泰國",Bangkok,Huai Khwang,13.79908133,100.573941
2647,The Kris Extra 4,"330 Inthamara 45 Alley, Din Daeng, Bangkok 10400泰國",Bangkok,Din Daeng,13.78732613,100.5725085
2648,The Kris Extra 5,"330 Inthamara 45 Alley, Din Daeng, Bangkok 10400泰國",Bangkok,Din Daeng,13.78732613,100.5725085
2649,The Kris Extra 6,"159, 161 Ratchadaphisek Rd, Din Daeng, Bangkok 10400泰國",Bangkok,Din Daeng,13.78672473,100.572241
2650,The Kris Extra 7,"QHPC+MPV, Khwaeng Din Daeng, Din Daeng, Bangkok 10400泰國",Bangkok,Din Daeng,13.78673363,100.5717847
2651,The Kris Ratchada 17,"324 17 Inthamara 45 Alley, Din Daeng, Bangkok 10400泰國",Bangkok,Din Daeng,13.78725137,100.5711989
2652,The Kump condominium M,"1, Soi Lippataphanlop 5, Khlong Tamru, Chon Buri District, Chon Buri 20000泰國",Chonburi,Mueang Chonburi,13.42234573,100.9929497
2653,The L 15 Condo,"Lat Phrao 15 Alley, Lane 2, Chom Phon, Chatuchak, Bangkok 10900泰國",Bangkok,Chatuchak,13.81066843,100.5731724
2654,The LINE Asoke - Ratchada,"Thanon Asok - Din Daeng, Din Daeng, Bangkok 10400泰國",Bangkok,Din Daeng,13.75574743,100.5632591
2655,The LIVIN Phetkasem,"689 Petchkasem Rd, Bangwa, Khet Phasi Charoen, Bangkok 10160泰國",Bangkok,Phasi Charoen,13.71242803,100.4310814
2656,The Lago,"88/25 Moo1, Viset Road, T. Rawai, A. Muang Phuket, Rawai, Muang, Phuket 83130泰國",Phuket,Mueang Phuket,7.782268471,98.31243969
2657,The Lake @ Metro Park Sathorn,"PF62+GRV ถนน กัลปพฤกษ์ Bang Wa, Phasi Charoen, Bangkok 10160泰國",Bangkok,Phasi Charoen,13.71137397,100.4520592
2658,The Lake Condominium,"The Lake, 1 Bond St, บางพูด, Amphoe Pak Kret, Nonthaburi 11120泰國",Nonthaburi,Pak Kret,13.92128237,100.5386276
2659,The Lake Kallapraphruk - Wutthakat,"134 Kanlapaphruek Rd, Bang Wa, Phasi Charoen, Bangkok 10160泰國",Bangkok,Phasi Charoen,13.70851003,100.4507833
2660,The Lakes,"123 Ratchadaphisek Rd, Khlong Toei, Bangkok 10110泰國",Bangkok,Khlong Toei,13.73353103,100.5604194
2661,The Lanai Sathorn,"297 Yen Akat 2 Alley, Chong Nonsi, Yan Nawa, Bangkok 10120泰國",Bangkok,Yan Nawa,13.71219863,100.5494407
2662,The Landmark,"X6P7+C63, Pluak Daeng, Pluak Daeng District, Rayong 21140泰國",Rayong,Pluak Daeng,12.98601493,101.2130462
2663,The Landscape Rayong,"M6JR+76J, Seangchan Rd, Tambon Noen Phra, Mueang Rayong District, Rayong 21000泰國",Rayong,Mueang Rayong,12.68072167,101.2405024
2664,The Leaf,"300 Phatthanakan Rd, Suan Luang, Bangkok 10250泰國",Bangkok,Suan Luang,13.73927823,100.6036194
2665,The Legacy Vibhavadi,"RH57+VVG, Lat Phrao 8 Alley, Lat Yao, Chatuchak, Bangkok 10900泰國",Bangkok,Chatuchak,13.80969403,100.5647163
2666,The Legend Saladaeng,"77 Soi Saladaeng, Silom, Bang Rak, Bangkok 10500泰國",Bangkok,Bang Rak,13.72550343,100.5375898
2667,The Light Condo Bangsaen,"7WMM+2G8, Saen Suk, Chon Buri District, Chon Buri 20130泰國",Chonburi,Mueang Chonburi,13.28254677,100.9338116
2668,The Light House,"8 299, 8/300 Charoen Nakhon Rd, Khlong Ton Sai, Khlong San, Bangkok 10600泰國",Bangkok,Khlong San,13.72236193,100.5085593
2669,The Light Ladprao,"198 Lat Phrao Rd, Chom Phon, Chatuchak, Bangkok 10900泰國",Bangkok,Chatuchak,13.81030663,100.5652317
2670,The Light New York,"320 Soi Sukhumvit 64, Bang Chak, Phra Khanong, Bangkok 10260泰國",Bangkok,Phra Khanong,13.68994673,100.6041086
2671,The Light Suanluang,"15 19 E Chaofah Rd, Talat Nuea, Mueang Phuket District, Phuket 83000泰國",Phuket,Mueang Phuket,7.871783132,98.37825503
2672,The Link Advance,"10110, ถนน สุขุมวิท - ซอย สุขุมวิท 50, Phra Khanong, Khlong Toei, Bangkok 10110泰國",Bangkok,Khlong Toei,13.70659517,100.5981039
2673,The Link Sukhumvit 50,"10110, ถนน สุขุมวิท - ซอย สุขุมวิท 50, Phra Khanong, Khlong Toei, Bangkok 10110泰國",Bangkok,Khlong Toei,13.70659517,100.5981039
2674,The Link Sukhumvit 64,"118 Soi Sukhumvit 64, Bang Chak, Phra Khanong, Bangkok 10260泰國",Bangkok,Phra Khanong,13.68650187,100.6055121
2675,The Link Vano Sukhumvit 64,"63 Soi Sukhumvit 64, Bang Chak, Phra Khanong, Bangkok 10260泰國",Bangkok,Phra Khanong,13.68679397,100.6063433
2676,The Living Condo Bang Saen,"24 58 Bangsean Lang Road, Saen Suk, Chon Buri District, Chon Buri 20130泰國",Chonburi,Mueang Chonburi,13.28096887,100.9196365
2677,The Living Condo Sriracha,"Bo Win, Si Racha District, Chon Buri 20230泰國",Chonburi,Si Racha,13.03536927,101.1276173
2678,The Living Plus,"Bo Win, Si Racha District, Chon Buri 20230泰國",Chonburi,Si Racha,13.03536927,101.1276173
2679,The Living Tower Sukhumvit 64/1,"MJP4+2GF, Bang Chak, Phra Khanong, Bangkok 10260泰國",Bangkok,Phra Khanong,13.68505103,100.606299
2680,The Loft Beach Bangsaen,"7WM9+46X, Bangsaenlang Rd 14/3, Saen Suk, Chon Buri District, Chon Buri 20130泰國",Chonburi,Mueang Chonburi,13.28285683,100.918107
2681,The Lofts Asoke,"243 Soi Sukhumvit 21, Khlong Toei Nuea, Watthana, Bangkok 10110泰國",Bangkok,Watthana,13.74673393,100.5627617
2682,The Lofts Ekkamai,"1415 Sukhumvit Road, Phra Khanong Nuea, Watthana, Bangkok 10110泰國",Bangkok,Watthana,13.71840523,100.5876461
2683,The Lofts Phratumnak,"378/430 ม.12 ซอย Rajchawaroon, Bang Lamung District, Chon Buri 20150泰國",Chonburi,Bang Lamung,12.92168233,100.8640827
2684,The Lofts Silom,"33 Pramuan Rd, Silom, Bang Rak, Bangkok 10500泰國",Bangkok,Bang Rak,13.72320617,100.5223899
2685,The Lofts Yennakart,"366 ซอย นางลิ้นจี่ Chong Nonsi, Yan Nawa, Bangkok 10120泰國",Bangkok,Yan Nawa,13.70872493,100.5456183
2686,The Log 3,"48 ซอย วชิรธรรมสาธิต 64 แขวง บางจาก ถนน สุขุมวิท 101/1 บางจาก Phra Khanong, Bangkok 10260泰國",Bangkok,Phra Khanong,13.68634913,100.6358321
2687,The Log @ Sukhumvit 101/1,"48 ซอย วชิรธรรมสาธิต 64 แขวง บางจาก ถนน สุขุมวิท 101/1 บางจาก Phra Khanong, Bangkok 10260泰國",Bangkok,Phra Khanong,13.68635027,100.6358308
2688,The Lumpini 24,"120 ถนน Sukhumvit 24 Alley, Khlong Tan, Khlong Toei, Bangkok 10110泰國",Bangkok,Khlong Toei,13.72265803,100.5660658
2689,The MOST Itsaraphap,"499 Ban Chang Lo, Bangkok Noi, Bangkok 10700泰國",Bangkok,Bangkok Noi,13.75887203,100.4777637
2690,The Madison,"737 Sukhumvit Road, Khlong Tan Nuea, Watthana, Bangkok 10110泰國",Bangkok,Watthana,13.72944763,100.5716422
2691,The Magnet,"65 On Nut 24 Alley, แขวง อ่อนนุช Suan Luang, Bangkok 10250泰國",Bangkok,Suan Luang,13.70731423,100.614463
2692,The Majestic Jomtien,"52 soi wat boon kanjanaram Pattaya City, Amphoe Bang Lamung, Chon Buri 20150泰國",Chonburi,Bang Lamung,12.88939453,100.8872374
2693,The Maple @Ratchada 19,"The Maple @ Ratchada, 333, 19 Lat Phrao 26 Alley, Chom Phon, Chatuchak, Bangkok 10900泰國",Bangkok,Chatuchak,13.80161563,100.5716925
2694,The Maple Ratchada-Ladprao,"234 Lat Phrao 26 Alley, Chom Phon, Chatuchak, Bangkok 10900泰國",Bangkok,Din Daeng,13.80254437,100.5723866
2695,The Maple Sathon-Narathiwat,"20 ซอย นราธิวาสราชนครินทร์ 10 Thung Wat Don, Sathon, Bangkok 10120泰國",Bangkok,Sathon,13.71249857,100.5285609
2696,The Mark Ratchada - Airport Link,"189 Chaturathit Rd, Makkasan, Ratchathewi, Bangkok 10400泰國",Bangkok,Ratchathewi,13.75438593,100.5610199
2697,The Master Centrium Asoke-Sukhumvit,"34 Soi Sukhumvit 21, Khlong Toei Nuea, Watthana, Bangkok 10110泰國",Bangkok,Watthana,13.74103103,100.5612939
2698,The Master Sathorn Executive,"79 Krung Thon Buri Road, Khlong Ton Sai, Khlong San, Bangkok 10600泰國",Bangkok,Khlong San,13.72168263,100.5001828
2699,The Matt Sathorn - Thapra 1,"18 Soi Thoet Thai 33, Talat Phlu, Thon Buri, Bangkok 10600泰國",Bangkok,Thon Buri,13.71686233,100.4759937
2700,The Matt Sukhumvit 101/1,"621/31 ถนน สุขุมวิท 101/1 Bang Chak, Phra Khanong, Bangkok 10260泰國",Bangkok,Phra Khanong,13.68497883,100.6268972
2701,The Met Sathorn,"123 S Sathon Rd, Thung Maha Mek, Sathon, Bangkok 10120泰國",Bangkok,Sathon,13.72194183,100.5341669
2702,The Metropolis Samrong Interchange,"954 Sukhumvit Road, Samrong Nuea, Mueang Samut Prakan District, Samut Prakan 10270泰國",Samut Prakan,Mueang Samut Prakan,13.64606193,100.5954526
2703,The Miami Bangpu,"ซอย เทศบาลบางปู 72 Thai Ban, Mueang Samut Prakan District, Samut Prakan 10280泰國",Samut Prakan,Mueang Samut Prakan,13.53927857,100.6178961
2704,The Midd Bangyai,"Bang Rak Phatthana, Bang Bua Thong District, Nonthaburi 11110泰國",Nonthaburi,Bang Bua Thong,13.88360587,100.4127462
2705,The Momento Tiwanon,"RGP6+M55, Soi Krungthepnon 7, Tambon Bang Khen, Mueang Nonthaburi District, Nonthaburi 11000泰國",Nonthaburi,Mueang Nonthaburi,13.83660023,100.5105845
2706,The Mona Vale Phetkasem 39,"151/1 39 Yaek 9, บางหว้า Phasi Charoen, Bangkok 10160泰國",Bangkok,Phasi Charoen,13.71102933,100.4293864
2707,The Monument Sanampao,"933 Phahonyothin Road, แขวงพญาไท Phaya Thai, Bangkok 10400泰國",Bangkok,Phaya Thai,13.76932123,100.5405741
2708,The Monument Thonglor,"998 Thong Lo Rd, Khlong Tan Nuea, Watthana, Bangkok 10110泰國",Bangkok,Watthana,13.74176213,100.5855074
2709,The Mountain Eakmongkol,"252 11 Khao Talo, Pattaya City, Bang Lamung District, Chon Buri 20150泰國",Chonburi,Bang Lamung,12.90784887,100.9041245
2710,The Muse,9 ซอยสุขุมวิท 64/2 บางจาก Bangkok 10260泰國,Bangkok,Phra Khanong,13.68512303,100.6093926
2711,The Muve Bangkhae,"916 ซอย ประสาน Bang Khae Nuea, Bang Khae, Bangkok 10160泰國",Bangkok,Bang Khae,13.71352513,100.4196948
2712,The Natural Place Suite,"38/8-122 Ngam Duphli Alley, Thung Maha Mek, Sathon, Bangkok 10120泰國",Bangkok,Sathon,13.72262427,100.5468387
2713,The Near Residence,"142 Sukhumvit Road, Huai Kapi, Si Racha District, Chon Buri 20130泰國",Chonburi,Si Racha,13.30643647,100.9525565
2714,The Nest Chula - Samyan,"Chinda Thawin Alley, Maha Phruttharam, Bang Rak, Bangkok 10500泰國",Bangkok,Bang Rak,13.73275333,100.5244864
2715,The Nest Ploenchit,"1041 105 Soi Nai Loet, Lumphini, Pathum Wan, Bangkok 10330泰國",Bangkok,Pathum Wan,13.74633223,100.5495309
2716,The Nest Resident,"7WFJ+89G, Saen Suk, Chon Buri District, Chon Buri 20130泰國",Chonburi,Mueang Chonburi,13.27330957,100.9309566
2717,The Nest Sukhumvit 22,"PHG7+29P, Soi Setthi Thawi Sap, Khlong Toei, Bangkok 10110泰國",Bangkok,Khlong Toei,13.72508763,100.5634467
2718,The Nest Sukhumvit 64,"408 2 Soi Sukhumvit 64, Bang Chak, Phra Khanong, Bangkok 10260泰國",Bangkok,Phra Khanong,13.68427273,100.6052163
2719,The Nest Sukhumvit 71,"34, 17 ซอย ปรีดีพนมยงค์ 2 Phra Khanong Nuea, Watthana, Bangkok 10110泰國",Bangkok,Watthana,13.71348113,100.5980741
2720,The Next 1,"91 Moo.6, Fa Ham, Mueang Chiang Mai District, Chiang Mai 50000泰國",Chiang Mai,Mueang Chiang Mai,18.81989377,99.01282109
2721,The Next 2,"79 ถ. ซุปเปอร์ไฮเวย์ เชียงใหม่-ลำปาง Tambon Tha Sala, Mueang Chiang Mai District, Chiang Mai 50000泰國",Chiang Mai,Mueang Chiang Mai,18.78179353,99.02836533
2722,The Next 3,"91 Moo.6, Fa Ham, Mueang Chiang Mai District, Chiang Mai 50000泰國",Chiang Mai,Mueang Chiang Mai,18.81989377,99.01282109
2723,The Next Garden Mix,"115 Sukhumvit 52 Alley, แขวง พระโขนงใต้ Phra Khanong, Bangkok 10260泰國",Bangkok,Phra Khanong,13.70309203,100.5996377
2724,The Next Garden Suite,"111 Sukhumvit 52 Alley, Phra Khanong, Khlong Toei, Bangkok 10260泰國",Bangkok,Phra Khanong,13.70362393,100.5992732
2725,The Next Ladprao,"52 Lat Phrao 44 Alley, Lane 6, Samsen Nok, Huai Khwang, Bangkok 10310泰國",Bangkok,Huai Khwang,13.79882177,100.5831083
2726,The Next Living,"ม.3 ซ มาบยางพร 30 Map Yang Phon, Pluak Daeng District, Rayong 21140泰國",Rayong,Pluak Daeng,13.01007227,101.1270271
2727,The Next Sukhumvit 52,"109, ซอยสุขุมวิท 52 Sukhumvit Road, Bang Chak, Phra Khanong, Bangkok 10260泰國",Bangkok,Phra Khanong,13.70370837,100.5997334
2728,The Niche Citi Ladprao 130,"466 Lat Phrao 130, Khlong Chan, Bang Kapi District, Bangkok 10240泰國",Bangkok,Bang Kapi,13.77158857,100.6304534
2729,The Niche ID Ladprao - Wang Hin,"39/1 Lad Prao Wanghin Rd, Lat Phrao, Bangkok 10230泰國",Bangkok,Lat Phrao,13.80839567,100.5892663
2730,The Niche ID Ladprao 130,"466 Lat Phrao 130, Khlong Chan, Bang Kapi District, Bangkok 10240泰國",Bangkok,Bang Kapi,13.77158743,100.6304547
2731,The Niche Ladprao 48,"145 Soi Lat Phrao 48, Samsen Nok, Huai Khwang, Bangkok 10310泰國",Bangkok,Huai Khwang,13.79623723,100.5886508
2732,The Niche Mono Bangna Phase 1,"ซ. เดอะ นิช โมโน บางนา Khwaeng Bang Na, Bang Na, Bangkok 10260泰國",Bangkok,Bang Na,13.66379793,100.6367834
2733,The Niche Mono Bangna Phase 2,"1460 ซอยระหว่าง 40 กับ 42 Bang Na Tai, Bang Na, Bangkok 10260泰國",Bangkok,Bang Na,13.67104613,100.6184883
2734,The Niche Ratchada - Huay Kwang,"5481 Pracha Songkhro 38 Alley, Khwaeng Din Daeng, Din Daeng, Bangkok 10400泰國",Bangkok,Din Daeng,13.77894863,100.5711433
2735,The Niche Sukhumvit 49,"PHVG+M4G ซอย สุขุมวิท 49/13 Khlong Tan Nuea, Watthana, Bangkok 10110泰國",Bangkok,Watthana,13.74417603,100.5753183
2736,The Niche Taksin,"332 Thanon Intharaphithak, Hiranruchi, Thon Buri, Bangkok 10600泰國",Bangkok,Thon Buri,13.72695503,100.4910594
2737,The Niche id Rama 2,"579 1 Rama 2 Rd, Bang Mot, Chom Thong, Bangkok 10150泰國",Bangkok,Chom Thong,13.67887033,100.4683378
2738,The Nigh Condo Ngamwongwan,"RHX5+XMF, Ngamwongwan Rd, Ladyao Chatuchak, Bangkok 10900泰國",Bangkok,Chatuchak,13.84992683,100.5591729
2739,The Nigh Condo Pinklao-Charan,"168 ซอยชุมชนโรงหล่อพัฒนา ถนนเลียบทางด่วนศรีรัช-วงแหวนรอบนอก Bang Kruai, Bang Kruai District, Nonthaburi 11130泰國",Nonthaburi,Bang Kruai,13.80228983,100.5005464
2740,The Nimman By Palm Spring,"36 Nimmanahaeminda Road, Tambon Su Thep, Mueang Chiang Mai District, Chiang Mai 50200泰國",Chiang Mai,Mueang Chiang Mai,18.79724953,98.97019333
2741,The Nimmana,"Nimmana Haeminda Rd Soi 6, Suthep, Mueang Chiang Mai District, Chiang Mai 50200泰國",Chiang Mai,Mueang Chiang Mai,18.79801063,98.96503793
2742,The Nine Condo,"107 หมู่ 11 Na Pa, Chon Buri District, Chon Buri 20000泰國",Chonburi,Mueang Chonburi,13.40067973,101.0252521
2743,The Ninth Place,"98/99 Soi Chaloeisuk, Srinakarin Road Bangkok 10250泰國",Bangkok,Prawet,13.68801063,100.6459852
2744,The North Park Bangsean,"189 Long Had Bangsaen Rd, Saen Suk, Chon Buri District, Chon Buri 20130泰國",Chonburi,Mueang Chonburi,13.28389087,100.9209292
2745,The Oasis,"1522 Charoen Krung Rd, Bang Rak, Bangkok 10500泰國",Bangkok,Bang Rak,13.72006497,100.5150526
2746,The Ocean Pearl,354/94 หมู่ 12 ซ.ทัพพระยา 12 ต.หนองปรือ อ.บางละมุง พัทยาใต้ 20260泰國,Chonburi,Bang Lamung,12.91061053,100.8611957
2747,The Oleander,"44 Sukhumvit Road, Khlong Toei Nuea, Watthana, Bangkok 10110泰國",Bangkok,Watthana,13.74654583,100.556624
2748,The One Chiang Mai,"Sales gallery 266 Moo 6 Sansainoi, Sansai Chiang mai 50210 เลขที่ 266 ต.สันทรายน้อย San Sai District, Chiang Mai 50210泰國",Chiang Mai,San Sai,18.81067133,99.01894523
2749,The One Naiharn,"3, Nai Harn, 24 Moo 1 Soi Suan Wat, Rawai, Amphoe Mueang Phuket, Phuket 83130泰國",Phuket,Mueang Phuket,7.778522832,98.31518323
2750,The One Plus @ Hua Mark 20,"165 Soi Ramkhamhaeng 42, Hua Mak, Bang Kapi District, Bangkok 10240泰國",Bangkok,Bang Kapi,13.75340627,100.6404073
2751,The One Plus @ Srinakarindra,"19 Hua Mak Rd, Hua Mak, Bang Kapi District, Bangkok 10240泰國",Bangkok,Bang Kapi,13.74759977,100.6422296
2752,The One Plus D,"165 Soi Ramkhamhaeng 42, Hua Mak, Bang Kapi District, Bangkok 10240泰國",Bangkok,Bang Kapi,13.75340627,100.6404073
2753,The One Plus Grand Ramkhamhaeng,"QJ3P+9PM The 1 Plus Grand Ramkhamhaeng ซ.หัวหมาก18 Hua Mak, Bang Kapi District, Bangkok 10240泰國",Bangkok,Bang Kapi,13.75347257,100.6367287
2754,The Orient Resort and Spa,"77, 1871 M.12 Soi Bunkanchana 5/2 Second Rd, Pattaya City, Bang Lamung District, Chon Buri 20150泰國",Chonburi,Bang Lamung,12.88671107,100.8871083
2755,The Oriental Beach Condominium,"128 หมู่ 3 Chakphong, Klaeng District, Rayong 21190泰國",Rayong,Klaeng,12.63272333,101.5224412
2756,The Origin Central Phuket,"V9R6+2XM, Muang Naka Rd, Wichit, Mueang Phuket District, Phuket 83000泰國",Phuket,Mueang Phuket,7.890088032,98.36242023
2757,The Origin Ladprao 15,"RH6C+QXP, Chom Phon, Chatuchak, Bangkok 10900泰國",Bangkok,Chatuchak,13.81195533,100.5724379
2758,The Origin Phahol - Saphanmai,"234 Thep Rak Rd, Khlong Thanon, Sai Mai, Bangkok 10220泰國",Bangkok,Sai Mai,13.88812173,100.6105049
2759,The Origin Plug & Play Ramintra,"62/9 Ram Inthra Rd, Ram Inthra, Khan Na Yao, Bangkok 10230泰國",Bangkok,Khan Na Yao,13.83515913,100.6664179
2760,The Origin Ram 209 Interchange,"RP6M+CF4, Khwaeng Min Buri, Min Buri, Bangkok 10510泰國",Bangkok,Min Buri,13.81100443,100.7336942
2761,The Origin Ramintra 83 Station,"Ramindra Rd, Khet, Khan Na Yao, Bangkok 10230泰國",Bangkok,Khan Na Yao,13.83530993,100.6661862
2762,The Origin Ratchada - Ladprao,"Lat Phrao 23 Alley, Ln 8, Chan Kasem, Chatuchak, Bangkok 10900泰國",Bangkok,Chatuchak,13.80741933,100.5756531
2763,The Origin Sukhumvit 105,"818 Sukhumvit 105 Alley, Bang Na Tai, Bang Na, Bangkok 10260泰國",Bangkok,Bang Na,13.66257283,100.6174494
2764,The Oscar Phetkasem 58,"the oscar condo เพชรเกษม58 แขวงบางหว้า เขตภาษีเจริญ กรุงเทพมหานคร ประเทศไทย Bang Wa, Khet Phasi Charoen, Bangkok 10160泰國",Bangkok,Phasi Charoen,13.71391223,100.4307937
2765,The Paint Ngamwongwan 22,"32, 137 Ngamwongwarn 22 Alley, Talat Kwan, Amphoe Mueang Nonthaburi, Nonthaburi 11000泰國",Nonthaburi,Mueang Nonthaburi,13.85543297,100.5405916
2766,The Paint Palette,"Ngamwongwan 18 Alley, Bang Khen, Mueang Nonthaburi District, Nonthaburi 11000泰國",Nonthaburi,Mueang Nonthaburi,13.85552713,100.5385538
2767,The Palm Wongamat Beach Pattaya,"XV9M+QQ2 Unnamed Road Pattaya City, Bang Lamung District, Chon Buri 20150泰國",Chonburi,Bang Lamung,12.96937503,100.8843793
2768,The Pano,"The Pano, 890 Rama III Rd, Bang Phong Phang, Yan Nawa, Bangkok 10120泰國",Bangkok,Yan Nawa,13.67170403,100.5416183
2769,The Panora Pattaya,"ที่อยู่ สำนักงานขาย The Panora Pattaya เลขที่ 353/111 ม.12, Phra Tamnak, Bang Lamung District, Chon Buri 20150泰國",Chonburi,Bang Lamung,12.91033103,100.8595758
