no,project_name,gg_address,province,district,lat,lon
1807,Plus Condo Hat Yai 2,"2F36+QG2, Tambon Hat Yai, Hat Yai District, Songkhla 90110泰國",Songkhla,Hat Yai,7.004384332,100.4612743
1808,Plus Condo Hatyai 30 m.,"เลขที่ 9 Rajyindee Rd, Tambon Hat Yai, Amphoe Hat Yai, Songkhla 90110泰國",Songkhla,Hat Yai,7.017697432,100.4829925
1809,Plus Condo Korat,"988, 1 Thanon Mittraphap, Nai Mueang, Mueang Nakhon Ratchasima District, Nakhon Ratchasima 30000泰國",Nakhon Ratchasima,Mueang Nakhon Ratchasima,14.98010563,102.0844588
1810,Plus Condo Phuket,"หมู่ที่ 6 200 ตำบล กะทู้ Kathu, Phuket 83120泰國",Phuket,Kathu,7.913180232,98.33117693
1811,Plus Condo Phuket 2,"หมู่ที่ 6 200 ตำบล กะทู้ Kathu, Phuket 83120泰國",Phuket,Kathu,7.913180232,98.33117693
1812,Plus Condo Suratthani,"48 Sri Wichai Rd, มะขามเตี้ย, Mueng, Surat Thani 84000泰國",Surat Thani,Mueang Surat Thani,9.126554932,99.31224623
1813,Plus Sriracha,"184 Si Racha-Nong Yai Bu Rd, Tambon Surasak, Si Racha District, Chon Buri 20110泰國",Chonburi,Si Racha,13.16219807,100.9384595
1814,Poemsin Condotown,"2086 Soi Suesat, Thepharak, Mueang Samut Prakan District, Samut Prakan 10270泰國",Samut Prakan,Mueang Samut Prakan,13.62012874,100.6331443
1815,Polis Condo Suksawat 64,"JGX7+V9Q, Bang Mot, Thung Khru, Bangkok 10140泰國",Samut Prakan,Phra Pradaeng,13.64971167,100.5134824
1816,Polo Park,"19 Witthayu Rd, Lumphini, Pathum Wan, Bangkok 10330泰國",Bangkok,Pathum Wan,13.73228423,100.5471845
1817,Pool Thip Condo House,"400/1 Soi Chaeng Watthana 6, Talat Bang Khen, Lak Si, Bangkok 10210泰國",Bangkok,Lak Si,13.88290637,100.5885389
1818,Popular Condo,"1/2, อาคาร ชี 5 Popular Rd, Pak Kret District, Nonthaburi 11120泰國",Nonthaburi,Pak Kret,13.91147817,100.5534008
1819,Porch Land 2 Jomtien Resort,"141 38 - 599/30 ม. 12 Porchland 2 Pattaya City, Amphoe Bang Lamung, Chon Buri 20150泰國",Chonburi,Bang Lamung,12.87454323,100.8957254
1820,Porntaweewat Pechkasem,"83 1 Petchkasem Rd, Bang Wa, Phasi Charoen, Bangkok 10160泰國",Bangkok,Nong Khaem,13.71786837,100.4538423
1821,Pradya Place Ratchada - Huai Khwang,"583 Soi 20 Mithuna, Huai Khwang, Bangkok 10310泰國",Bangkok,Huai Khwang,13.78187813,100.5824042
1822,Prasanmit Condominium,"41 Soi Sukhumvit 23, Khlong Toei Nuea, Watthana, Bangkok 10110泰國",Bangkok,Watthana,13.74135227,100.5629865
1823,Prasarnmit Place,"45 อาคาร ประสานมิตร พลาซ่า ซอย สุขุมวิท 23 Sukhumvit Road, Khlong Toei Nuea, Watthana, Bangkok 10110泰國",Bangkok,Watthana,13.74057407,100.5628928
1824,Prasertsuk Place,"63 Soi Vibhavadi Rangsit 16, Chom Phon, Chatuchak, Bangkok 10900泰國",Bangkok,Chatuchak,13.79698353,100.5645896
1825,Pratunam Prestige,"3/41 Phetchaburi Rd, Khwaeng Thanon Phaya Thai, Khet Ratchathewi, Krung Thep Maha Nakhon 10400泰國",Bangkok,Ratchathewi,13.75216217,100.5367666
1826,Prayapirom Chateau Riverboat,"252 Charoen Nakhon Rd, Samre, Thon Buri, Bangkok 10600泰國",Bangkok,Thon Buri,13.70649723,100.4909668
1827,Predee Place,"435 112 Suan Phlu 8 Alley, แขวง สาทร Sathon, Bangkok 10120泰國",Bangkok,Suan Luang,13.72061513,100.5406486
1828,Preen by Sansiri,"125, 120 Soi Ruamrudee Community, Lumphini, Pathum Wan, Bangkok 10330泰國",Bangkok,Pathum Wan,13.73587383,100.5488239
1829,Prem Mansion,"121 Sukhumvit 12 Alley, Khlong Toei, Bangkok 10110泰國",Bangkok,Khlong Toei,13.73410183,100.5583203
1830,Preme Condo ABAC Bangna,"JR5X+P9M, Bang Bo, Bang Bo District, Samut Prakan 10560泰國",Samut Prakan,Bang Bo,13.60934643,100.8484129
1831,Preme Lakeview,"303 Moo 4 BangBoa, Samut Prakan, 泰國",Samut Prakan,Bang Bo,13.60735617,100.8437506
1832,Premier Sukhumvit 24,"21, 23 24 Sukhumvit Road, Khlong Tan, Khlong Toei, Bangkok 10110泰國",Bangkok,Khlong Toei,13.72742617,100.568625
1833,Premier Thonglor,"Pai Di Ma Di Klang Alley, Khlong Tan Nuea, Watthana, Bangkok 10110泰國",Bangkok,Watthana,13.73274347,100.5795883
1834,Premiere Place Rama 9,"146 ซอยเสรี 9, พระราม 9 ตัดใหม่, แขวงสวนหลวง เขตสวนหลวง กทม, 10250 10240泰國",Bangkok,Suan Luang,13.74272063,100.6194517
1835,Premio Fresco,"54 Ram Inthra Rd, Anusawari, Bang Khen, Bangkok 10220泰國",Bangkok,Bang Khen,13.86305473,100.6162144
1836,Premio Prime,"Phasert-Manukitch 29 ,Chorakhaebua ,Ladphrao, Soi 9, Bangkok 10230泰國",Bangkok,Lat Phrao,13.83208883,100.6138715
1837,Premio Quinto,"RHPF+586, Phahonyothin Alley, Sena Nikhom, Chatuchak, Krung Thep Maha Nakhon 10900泰國",Bangkok,Chatuchak,13.83541493,100.5732557
1838,Premio Vetro,"28 Ngamwongwan Rd, Lat Yao, Chatuchak, Bangkok 10900泰國",Bangkok,Chatuchak,13.84110727,100.5721548
1839,Premio by Premium Place,"Sukhonthasawat Rd, Lat Phrao, Bangkok 10230泰國",Bangkok,Lat Phrao,13.82657317,100.6212029
1840,Premsiri Boutique Park,"RHQJ+JPJ, 8 Prasert-Manukitch 2 Alley, Sena Nikhom, Chatuchak, Bangkok 10900泰國",Bangkok,Chatuchak,13.83967273,100.5817797
1841,Present Condominium,"หมู่ 4, 55 Ekkachai Rd, Bang Khun Thian, Chom Thong, Bangkok 10150泰國",Bangkok,Chom Thong,13.68863333,100.4504851
1842,President Park,"99 Sukhumvit 24 Alley, Khlong Tan, Khlong Toei, Bangkok 10110泰國",Bangkok,Khlong Toei,13.72172813,100.5659739
1843,President Place,"975 Phloen Chit Rd, Lumphini, Pathum Wan, Bangkok 10330泰國",Bangkok,Pathum Wan,13.74580743,100.5418032
1844,Prestige Towers,"168 Soi Sukhumvit 23, Khlong Toei Nuea, Watthana, Bangkok 10110泰國",Bangkok,Watthana,13.74093173,100.5645148
1845,Prima Srinakarin,"1134 Prima Condo 435 Srinakarin Rd, Khwaeng Suan Luang, Suan Luang, Bangkok 10250泰國",Bangkok,Suan Luang,13.71519937,100.6420991
1846,Prima Wongamat,"Naklua 18/1 Alley, Pattaya City, Bang Lamung District, Chon Buri 20150泰國",Chonburi,Bang Lamung,12.95513157,100.8865086
1847,Prime I-Zen Condo Ladprao 71,"QJX4+V9P, Sangkhom Songkhro 12/1 Alley, Lat Phrao, Bangkok 10230泰國",Bangkok,Lat Phrao,13.79970023,100.6059541
1848,Prime Mansion Promphong,"177/14 Soi Sukhumvit 39, Khlong Tan Nuea, Vadhana, Bangkok 10110泰國",Bangkok,Watthana,13.73860217,100.572686
1849,Prime Mansion Promsri,"183 2 Soi Sukhumvit 39, Khlong Tan Nuea, Watthana, Bangkok 10110泰國",Bangkok,Watthana,13.73697983,100.5752341
1850,Prime Mansion Sukhumvit 31,"222 ซอย สุขุมวิท 31 ถนน สุขุมวิท Khlong Tan Nuea, Watthana, Bangkok 10110泰國",Bangkok,Watthana,13.73939253,100.5673932
1851,Prime Square,"22 ทางคู่ขนานถนน สายอ.แม่ริม เชียงใหม่-ลำปาง Tambon Chang Phueak, Mueang Chiang Mai District, Chiang Mai 50300泰國",Chiang Mai,Mueang Chiang Mai,18.80363313,98.97053953
1852,Prime Suites,"WVPW+4XP, Soi Pattaya Klang 4, Pattaya City, Bang Lamung District, Chon Buri 20150泰國",Chonburi,Bang Lamung,12.93533877,100.8974574
1853,Prive by Sansiri,"68 Witthayu Rd, Lumphini, Pathum Wan, Bangkok 10330泰國",Bangkok,Pathum Wan,13.73491083,100.5469169
1854,Prodigy MRT Bangkhae,"88 Petchkasem Rd, Bang Duan, Phasi Charoen, Bangkok 10160泰國",Bangkok,Phasi Charoen,13.71314863,100.426473
1855,Prom Phaholyothin 2,"122 Soi Phahon Yothin 2, Samsen Nai, Phaya Thai, Bangkok 10400泰國",Bangkok,Phaya Thai,13.77732823,100.5466545
1856,Prompak Gardens,"PHQH+GJW, Phrom Phak Alley, Khlong Tan Nuea, Watthana, Bangkok 10110泰國",Bangkok,Watthana,13.73885903,100.5790728
1857,Prompimarn,"3740 Lat Phrao Rd, Khlong Chan, Bang Kapi District, Bangkok 10240泰國",Bangkok,Bang Kapi,13.76678643,100.6458095
1858,Prompt Condo Hatyai,"Thungree-Kokwat Rd, Kho Hong, Hat Yai District, Songkhla 90110泰國",Songkhla,Hat Yai,6.998195332,100.5028421
1859,Prompt Condominium,"50 ซอย รามคำแหง 60 Srinakarin Rd, Hua Mak, Bang Kapi District, Bangkok 10240泰國",Bangkok,Bang Kapi,13.75521593,100.6479476
1860,Prompto Condo Ratchada 32,"RHCM+3M4, Ratchadaphisek 36 Alley, Lane 19-1, Chan Kasem, Chatuchak, Bangkok 10900泰國",Bangkok,Chatuchak,13.82014723,100.5841912
1861,Proud III Chaengwattana,"WG4J+FF6, Khlong Kluea, Pak Kret District, Nonthaburi 11120泰國",Nonthaburi,Pak Kret,13.90617163,100.5311387
1862,Proud Posto Rama 2 - Phutthabucha,78/58 ซอยพุทธบูชา 36 บางมด ทุ่งครุ Bangkok 10140泰國,Bangkok,Thung Khru,13.64105307,100.4777952
1863,Proud X2,"WG4H+JQH, Chaeng Wattana-Parkkred 19 Alley, Khlong Kluea, Pak Kret District, Nonthaburi 11120泰國",Nonthaburi,Pak Kret,13.90656843,100.5294729
1864,Proud of Chaengwattana,"WG4H+JQH, Chaeng Wattana-Parkkred 19 Alley, Khlong Kluea, Pak Kret District, Nonthaburi 11120泰國",Nonthaburi,Pak Kret,13.90656957,100.5294716
1865,Prow Life Ngamwongwan 15,"3, 15 Ngamwongwan Rd, Tambon Talat Kwan, Mueang Nonthaburi District, Nonthaburi 11000泰國",Nonthaburi,Mueang Nonthaburi,13.85580367,100.5068048
1866,Prueksa Thani 3 Condotel,"พฤกษาธานีคอนโดเทล 3 On Nut 55/2 Alley, Lane 6, Prawet, Bangkok 10250泰國",Bangkok,Prawet,13.72037127,100.6687398
1867,Punna Oasis 1,"Q2W9+CXR, Tambon Wat Ket, Mueang Chiang Mai District, Chiang Mai 50000泰國",Chiang Mai,Mueang Chiang Mai,18.79610523,99.01988773
1868,Punna Oasis 2,"Q2W9+8V6, Hwy Chiang Mai-Lampang Frontage Rd, Nong Pa Khrang Sub-district, Mueang Chiang Mai District, Chiang Mai 50000泰國",Chiang Mai,Mueang Chiang Mai,18.79577633,99.01962773
1869,Punna Residence 1 @ Nimman,"Nimmana Haeminda Rd Soi 6, Tambon Su Thep, Mueang Chiang Mai District, Chiang Mai 50200泰國",Chiang Mai,Mueang Chiang Mai,18.79747903,98.96511843
1870,Punna Residence 3 @ CMU,"231/12 1004, Tambon Su Thep, Mueang Chiang Mai District, Chiang Mai 50200泰國",Chiang Mai,Mueang Chiang Mai,18.80609783,98.95812583
1871,Punna Residence 4 @ CMU,"231/12 1004, Tambon Su Thep, Mueang Chiang Mai District, Chiang Mai 50200泰國",Chiang Mai,Mueang Chiang Mai,18.80609783,98.95812583
1872,Punna Residence 5,"229 137 Huay Kaew Rd, Tambon Su Thep, Mueang Chiang Mai District, Chiang Mai 50200泰國",Chiang Mai,Mueang Chiang Mai,18.80548943,98.95859443
1873,Pure Sunset Beach,"Sukhumvit Road, Soi Najomtien 48, Najomtien, Sattahip, Chon Buri 20250泰國",Chonburi,Sattahip,12.78822643,100.9080989
1874,Pyne by Sansiri,"QG2J+QC6, Phaya Thai Rd, Thanon Phetchaburi, Ratchathewi, Bangkok 10400泰國",Bangkok,Ratchathewi,13.75192283,100.5310175
1875,Q 1 Sukhumvit,"Close to BTS Nana Station, 1 Sukhumvit Rd, คลองเตย, Khlong Toei, Bangkok 10110泰國",Bangkok,Khlong Toei,13.74033803,100.5553067
1876,Q Asoke,"1678 Phetchaburi Rd, Makkasan, Ratchathewi, Bangkok 10400泰國",Bangkok,Ratchathewi,13.74840023,100.5628273
1877,Q Chidlom - Phetchaburi,"1088 Phetchaburi Rd, Makkasan, Ratchathewi, Bangkok 10400泰國",Bangkok,Ratchathewi,13.74912753,100.5438181
1878,Q House Condo Phaholyothin-Chiangrai,"499 หมู่ 5 Klang Wiang Rd, Tambon Rim Kok, Mueang Chiang Rai District, Chiang Rai 57100泰國",Chiang Rai,Mueang Chiang Rai,19.93618183,99.84486913
1879,Q House Condo Sukhumvit 79,"2059 Sukhumvit Road, Phra Khanong Nuea, Watthana, Bangkok 10260泰國",Bangkok,Watthana,13.70759683,100.6007246
1880,Q House Sathorn,"Krung Thon Buri Road, Khlong Ton Sai, Khlong San, Bangkok 10600泰國",Bangkok,Khlong San,13.72140527,100.5013766
1881,Q Langsuan,"54 Soi Langsuan, Lumphini, Pathum Wan, Bangkok 10330泰國",Bangkok,Pathum Wan,13.73911673,100.5425992
1882,Q Prasarnmit,"369 Soi Sawatdi, Khlong Tan Nuea, Watthana, Bangkok 10110泰國",Bangkok,Watthana,13.74359803,100.5671857
1883,Q Seaside Huahin,"Cha-am, Cha-am District, Phetchaburi 76120泰國",Phetchaburi,Cha-am,12.66624163,99.95703463
1884,QUINTARA MHy’GEN RATCHADA - HUAI KHWANG,"192 Ratchadaphisek 12 Alley, Huai Khwang, Bangkok 10310泰國",Bangkok,Huai Khwang,13.77471257,100.5744461
1885,QUINTARA TREEHAUS SUKHUMVIT42,"56 Sukhumvit Road, Phra Khanong, Khlong Toei, Bangkok 10110泰國",Bangkok,Khlong Toei,13.71584223,100.5862649
1886,Quad Sathon,"58/12 Soi Phi Chai 2, Yan Nawa, Sathon, Bangkok 10120泰國",Bangkok,Sathon,13.71735093,100.5305931
1887,Quad Suites Silom,"63 Soi Naratiwart Ratchanakarin 3 ,Silom, Bangrak, Bangkok 10500泰國",Bangkok,Bang Rak,13.72396997,100.530223
1888,Quattro by Sansiri,"134 Thong Lo 4 Alley, Khlong Tan Nuea, Watthana, Bangkok 10110泰國",Bangkok,Watthana,13.72785683,100.5814056
1889,Quinn Ratchada 17,"454 456 ซอย อินทรามาระ 45 Din Daeng, Bangkok 10400泰國",Bangkok,Din Daeng,13.78664003,100.5732432
1890,Quinn Sukhumvit 101,"3099 Sukhumvit Road, บางจาก Phra Khanong, Bangkok 10260泰國",Bangkok,Phra Khanong,13.68994033,100.6090424
1891,Quintara Arte Sukhumvit 52,"123 Sukhumvit 52 Alley, บางจาก Phra Khanong, Bangkok 10260泰國",Bangkok,Pathum Wan,13.70295613,100.5992406
1892,Quintara Phume Sukhumvit 39,"67, 73 Soi Sukhumvit 39, Khlong Tan Nuea, Watthana, Bangkok 10110泰國",Bangkok,Watthana,13.74430833,100.5740481
1893,REACH Phahon Yothin 52,"6 ซอย พหลโยธิน 52 แยก 10 Khlong Thanon, Sai Mai, Bangkok 10220泰國",Bangkok,Sai Mai,13.89452783,100.6116751
1894,RESTA PANO,"7 Chaeng Watthana 12 Yeak 2 Alley, Thung Song Hong, Lak Si, Bangkok 10210泰國",Bangkok,Lak Si,13.89407763,100.564085
1895,RHYTHM CHAROENKRUNG PAVILLION,"99 14 Chan Rd, Wat Phraya Krai, Bang Kho Laem, Bangkok 10120泰國",Bangkok,Bang Kho Laem,13.70976707,100.5117876
1896,RHYTHM EKKAMAI ESTATE,"Ekkamai 1 Alley, Khlong Tan Nuea, Watthana, Bangkok 10110泰國",Bangkok,Watthana,13.72928557,100.5858297
1897,RYE Huamak,"สำนักงานขายไรย์หัวหมาก Sa-ngop Suk Alley, Khwaeng Suan Luang, Suan Luang, Bangkok 10250泰國",Bangkok,Suan Luang,13.73917303,100.6465905
1898,RYE Sukhumvit 101/1,"8 Soi Wachiratham Sathit 29/2, Bang Chak, Phra Khanong, Bangkok 10260泰國",Bangkok,Phra Khanong,13.68534413,100.6248338
1899,RYE Talat Phlu,"79/3 เทอดไท, Talat Phlu, Thon Buri, Bangkok 10600泰國",Bangkok,Thon Buri,13.71670697,100.4760208
1900,Rachwipa Place,"40/92 อาคารรัชวิภาเพลส ซ.วิภาวดี-รังสิต 22 1, (เข้าทาง Lat Yao, Chatuchak, Bangkok 10900泰國",Bangkok,Chatuchak,13.83117563,100.5609835
1901,Radisson Phuket Mai Khao Beach,"Mai Khao Soi 7 126/10, Thalang District, Phuket 83110泰國",Phuket,Thalang,8.124205071,98.30157629
1902,Rain Cha Am - Hua Hin,"859, 429 Petchakasem Road, Cha-am, Cha-am District, Phetchaburi 76120泰國",Prachuap Khiri Khan,Hua Hin,12.72889983,99.96165393
1903,Raintree Villa,"108, 198 Sukhumvit 53 Alley, Khlong Tan Nuea, Watthana, Bangkok 10110泰國",Bangkok,Watthana,13.73127563,100.5784249
1904,Raj Mansion,"33 Sukhumvit 20 Alley, Khlong Toei, Bangkok 10110泰國",Bangkok,Khlong Toei,13.73011303,100.5643008
1905,Rajvithi City Resort,"452 Ratchawithi Rd, Thanon Phaya Thai, Ratchathewi, Bangkok 10400泰國",Bangkok,Ratchathewi,13.76304953,100.5420161
1906,Rama Harbour view condo,"339 Jerm Jom Phon Road, Amphoe Si Racha, Chon Buri 20110泰國",Chonburi,Si Racha,13.16363217,100.9195856
1907,Rama VI Mansion,"52 Soi Charan Sanitwong 96/1, Bang Ao, Bang Phlat, Bangkok 10700泰國",Bangkok,Bang Phlat,13.80570827,100.5143291
1908,Ramada Residence,"2223 Sukhumvit 87 Alley, Bang Chak, Phra Khanong, Bangkok 10260泰國",Bangkok,Phra Khanong,13.70156457,100.6032909
1909,Ramada plaza residence,"1448, 3 Soi Sukhumvit 48, Phra Khanong, Khlong Toei, Bangkok 10260泰國",Bangkok,Khlong Toei,13.70895507,100.5985404
1910,Ratchaarpa Tower,"333 Soi Sannibat Thetsaban, Ratchadaphisek 32 (Apha Phirom, ถนนรัชดาภิเษก Chan Kasem, Chatuchak, Bangkok 10900泰國",Bangkok,Chatuchak,13.82001787,100.5835036
1911,Ratchada - Thapra Condominium,"2 Ratchadaphisek Rd, Talat Phlu, Thon Buri, Bangkok 10600泰國",Bangkok,Thon Buri,13.71998133,100.4770238
1912,Ratchada Chuanchom Mansion,"1-350/2, 350,350, Soi Ratchadaphisek 32, Chan Kasem, Chatuchak, Bangkok 10900泰國",Bangkok,Chatuchak,13.81661543,100.579811
1913,Ratchada City 18,"QHMP+C33, Thanaphon 2 Alley, Samsen Nok, Huai Khwang, Bangkok 10310泰國",Bangkok,Din Daeng,13.78351873,100.5851814
1914,Ratchada City Condo,"98 Pracha Rat Bamphen 7 Alley, Huai Khwang, Bangkok 10320泰國",Bangkok,Huai Khwang,13.78022437,100.5777375
1915,Ratchada Orchid,"Sutthisan Winitchai Rd, Huai Khwang, Bangkok 10310泰國",Bangkok,Huai Khwang,13.78702503,100.5785423
1916,Ratchada Pavilion,"360 1 Ratchadaphisek Rd, Din Daeng, Bangkok 10400泰國",Bangkok,Chatuchak,13.78069937,100.5715335
1917,Ratchada Prestige,"QHWQ+48Q, Samsen Nok, Huai Khwang, Bangkok 10310泰國",Bangkok,Huai Khwang,13.79533293,100.5883596
1918,Ratchaporn Place,"V8XX+CJ6, Kathu, Kathu District, Phuket 83120泰國",Phuket,Kathu,7.898543932,98.34901563
1919,Ratchapruek Condo,"บ้านอยู่เจริญ ทาวน์ อิน ทาวน์ 1781 Sriwara, Phlabphla, Wang Thong, Bangkok 10310泰國",Bangkok,Phasi Charoen,13.76694547,100.6054781
1920,Ratchathewi Tower,"คอนโดมิเนียม 555 Phetchaburi 9 Alley, Thanon Phaya Thai, Ratchathewi, Bangkok 10400泰國",Bangkok,Ratchathewi,13.75334447,100.5341366
1921,Ratchayothin Place,"81-81/37, 83-83/37 รัชโยธินเพลส, Phahon Yothin 37 Alley, Lat Yao, Chatuchak, Bangkok 10900泰國",Bangkok,Chatuchak,13.83264047,100.568678
1922,Rattanakosin Island,"Wat Ratchabophit, 拍那空縣曼谷 10200泰國",Bangkok,Bangkok Noi,13.74999753,100.4922745
1923,Rattanakosin View Mansion,"525/2 Chueng Charoen Phanit Alley, Bang Yi Khan, Bang Phlat, Bangkok 10700泰國",Bangkok,Bang Phlat,13.76380773,100.4910835
1924,Raveevan Suites,"162 ซอย พรศรี, Khlong Tan Nuea, Watthana, Bangkok 10110泰國",Bangkok,Watthana,13.73919813,100.5703104
1925,Rawai Seaview,"14/83 Viset Road Tambon Rawai, Mueang Phuket District, Phuket 83130泰國",Phuket,Mueang Phuket,7.800910371,98.33635579
1926,Rawee Waree Residence,"QXW8+CQC ถนน นิมมานเหมินทร์ Suthep, Mueang Chiang Mai District, Chiang Mai 50000泰國",Chiang Mai,Mueang Chiang Mai,18.79605383,98.96689083
1927,Rayong Riverside Residence,"ศรีเมือง1 169 ถนน อดุลย์ธรรมประภาส Tambon Choeng Noen, เมือง Rayong 21000泰國",Rayong,Mueang Rayong,12.67610583,101.2720842
1928,Reference Sathorn - Wongwianyai,"Krung Thonburi 2 Alley, Bang Lamphu Lang, Khlong San, Bangkok 10600泰國",Bangkok,Khlong San,13.71992003,100.4939723
1929,Reflection Jomtien Beach Pattaya,"หมู่ที่ 1 98/1, Na Chom Thian, Sattahip District, Chon Buri 20250泰國",Chonburi,Sattahip,12.86460233,100.8940722
1930,Regal Sathon - Naradhiwas,"49 Naradhiwas Rajanagarindra Rd, Thung Maha Mek, Sathon, Bangkok 10120泰國",Bangkok,Sathon,13.70635643,100.5385796
1931,Regent Home 1 Phaholyothin 67,"667/3 Phahon Yothin 67/1 Alley, Khwaeng Anusawari, Khet Bang Khen, Bangkok 10220泰國",Bangkok,Bang Khen,13.88833413,100.6000763
1932,Regent Home 10 Changwattana,"Unnamed Road, Anusawari, Bang Khen, Bangkok 10220泰國",Bangkok,Bang Khen,13.87687933,100.5950373
1933,Regent Home 12 Latphrao 41,"315 Phawana Alley, Samsen Nok, Huai Khwang, Bangkok 10310泰國",Bangkok,Huai Khwang,13.80233713,100.587173
1934,Regent Home 13 Sukhumvit 93,"Bangchak Pakanong, 424 Soi Sukhumvit 93, Bang Chak, Phra Khanong, Bangkok 10260泰國",Bangkok,Phra Khanong,13.70146343,100.6119859
1935,Regent Home 14 Sukhumvit 93,"เลข ที่ 21 แยก พึ่ง มี 1 ถนน สุขุมวิท 93 Bang Chak, Phra Khanong, Bangkok 10260泰國",Bangkok,Phra Khanong,13.70326893,100.6089534
1936,Regent Home 15 Changwattana,"102 Chaeng Watthana Rd, Anusawari, Bang Khen, Bangkok 10220泰國",Bangkok,Bang Khen,13.87789303,100.5942512
1937,Regent Home 16 Phaholyotin 67,"667/3 Phahon Yothin 67/1 Alley, Anusawari, Bang Khen, Bangkok 10220泰國",Bangkok,Bang Khen,13.88833527,100.600075
1938,Regent Home 19 Sukhumvit 93,"276 Soi Sukhumvit 93, Bang Chak, Phra Khanong, Bangkok 10260泰國",Bangkok,Phra Khanong,13.70019933,100.6084671
1939,Regent Home 2,"3 Phahon Yothin 67/1 Alley, Anusawari, Bang Khen, Bangkok 10220泰國",Bangkok,Bang Khen,13.88793543,100.6010726
1940,Regent Home 20 Prachachuen 16,"493 Thanon Pracha Chuen, Bang Sue, Khet Bang Sue, Bangkok 10800泰國",Bangkok,Bang Sue,13.81618453,100.5348242
1941,Regent Home 22 Sukhumvit 85,"81/3 Sukhumvit 85 Alley, Bang Chak, Phra Khanong, Bangkok 10260泰國",Bangkok,Phra Khanong,13.70486983,100.6069914
1942,Regent Home 25 Tiwanon,"25 Tiwanon Rd, Tambon Talat Kwan, Mueang Nonthaburi District, Nonthaburi 11000泰國",Nonthaburi,Mueang Nonthaburi,13.84707543,100.5159286
1943,Regent Home 27 Bangson,"877 ถ. กรุงเทพ - นนทบุรี Khwaeng Bang Sue, Khet Bang Sue, Bangkok 10800泰國",Bangkok,Bang Sue,13.81951923,100.5302443
1944,Regent Home 3,"VHJW+2X4, Soi Phahon Yothin 57, Anusawari, Bang Khen, Bangkok 10220泰國",Bangkok,Bang Khen,13.88001967,100.5974384
1945,Regent Home 4,"56 58 Soi Phueng Mi 1, บางจาก Phra Khanong, Bangkok 10260泰國",Bangkok,Phra Khanong,13.70530483,100.6091914
1946,Regent Home 5 Ratchada 19,"RH2C+4FF, ทางคู่ขนานถนนวิภาวดีรังสิต, Chom Phon, Chatuchak, Bangkok 10900泰國",Bangkok,Chatuchak,13.80030513,100.5711797
1947,Regent Home 6/1 Prachacheun,"Phong Phet Niwet Alley, Lane 6-1, Chatuchak, Bangkok 10900泰國",Bangkok,Chatuchak,13.82536757,100.5445448
1948,Regent Home 6/2 Prachacheun,"RGGW+364, Phong Phet Niwet Alley, Lane 6-1, Chatuchak, Bangkok 10900泰國",Bangkok,Chatuchak,13.82514527,100.5455823
1949,Regent Home 7 Bang na,"MJG3+7JX, Bang Na Nuea, Bang Na, Bangkok 10260泰國",Bangkok,Bang Na,13.67572447,100.6040925
1950,Regent Home 9 Sukhumvit 64,"ซอยสุขุมวิท 64, ถนนสุขุมวิท, แขวงบางจาก เขตพระโขนง กรุงเทพมหานคร, 10260 10260泰國",Bangkok,Phra Khanong,13.68930833,100.6026103
1951,Regent Home Bangson Phase 28,"883 ถนน กรุงเทพ- นนทบุรี Bang Sue, Bangkok 10800泰國",Bangkok,Bang Sue,13.81845477,100.5290705
1952,Regent Home Sukhumvit 81,"781 ซอย ออนนุช 10 แขวง, Suan Luang, Bangkok 10250泰國",Bangkok,Suan Luang,13.70632233,100.6081256
1953,Regent Home Sukhumvit 97/1,"354, 105 Sukhumvit 97/1 Alley, Bang Chak, Phra Khanong, Bangkok 10260泰國",Bangkok,Phra Khanong,13.69993763,100.6141829
1954,Regent Home Wutthakat,"PF7C+CP7, Talat Phlu, Thon Buri, Bangkok 10600泰國",Bangkok,Thon Buri,13.71354373,100.4717934
1955,Regent On The Park 5,"181 Soi Sukhumvit 39, Khlong Tan Nuea, Watthana, Bangkok 10110泰國",Bangkok,Watthana,13.74246913,100.5732276
1956,Regent Orchid Sukhumvit 101,"Sukhumvit 101, Punna Withi 9, Bang Chak, Phra Khanong, Bangkok, Thailand, Pin 10260 101 Sukhumvit 101 Alley, Bang Chak, Phra Khanong, Bangkok 10260泰國",Bangkok,Phra Khanong,13.69064263,100.6112334
1957,Regent Orchid Talad Plu,"Soi Thoet Thai 33, Khwaeng Talat Phlu, Thon Buri, Bangkok 10600泰國",Bangkok,Thon Buri,13.71668183,100.4761919
1958,Regent Ratchada Tower,"32 Inthamara 49 Alley, Din Daeng, Bangkok 10400泰國",Bangkok,Din Daeng,13.78450747,100.5698566
1959,Regent Royal Place 1,"179 Ratchadamri Rd, Khwaeng Lumphini, Khet Pathum Wan, Bangkok 10330泰國",Bangkok,Pathum Wan,13.73650867,100.5405168
1960,Regent Royal Place 2,"6, 6/429 Soi Mahatlek Luang 2, Lumphini, Pathum Wan, Bangkok 10330泰國",Bangkok,Pathum Wan,13.73963263,100.5416611
1961,Regent Srinakarin Tower,"Prachit Alley, Suan Luang, Bangkok 10250泰國",Bangkok,Suan Luang,13.73036693,100.6400984
1962,Regent home 18 changwattana-laksi,"106 Chaeng Watthana Rd, Anusawari, Bang Khen, Bangkok 10220泰國",Bangkok,Bang Khen,13.87754323,100.5947425
